scientificName,taxonKey,Vernacular Names List,commonName
"Myripristis vittata Valenciennes, 1831",2357022,"[""'I'ihi"", ""'i'ihi"", ""'Ū'ū"", 'Babakal mira', 'Baga-baga', 'Beni-matsukasa', 'Cardinal petit écailles', 'Cardinal petit écailles', 'Cardinal petit écailles', 'Dhan bodu', 'Immaculate soldier', 'Immaculate soldierfish', 'Immaculate squirrelfish', 'Malau', 'Mbula', 'Myripristis à pointes blanches', 'Onbevlekte soldaat', 'Red soldierfish', 'Red soldierfish', 'Red-orange squirrelfish']",Red soldierfish
"Acanthurus tristis Randall, 1993",5209238,"['Blackcheek surgeonfish', 'Imitator-kirurgfisk', 'Indian Ocean mimic surgeonfish', 'Indian Ocean mimic surgeonfish', 'Indian Ocean mimic tang', 'Indian mimic surgeon', 'Yellowspot surgeonfish', '暗体刺尾鱼', '暗體刺尾魚', 'Indian Ocean Mimic Surgeonfish', 'Blackcheek Surgeonfish', 'Imitator-kirurgfisk', 'Yellowspot Surgeonfish']",Blackcheek surgeonfish
"Opistognathus nigromarginatus Rüppell, 1830",2391858,"['Birdled jawfish', 'Birdled jawfish', 'Bridled jawfish', 'Bridled jawfish', 'Gesnorde grootbekvis', 'bridled jawfish', 'moustached jawfish', 'moustached jawfish', '鞍紋後頜鰧', '鞍纹后颌鰧', 'Bridled jawfish', 'Moustached Jawfish']",Bridled jawfish
"Acanthurus guttatus Forster, 1801",5209152,"['Alpota', 'Api', 'Api', 'Api', 'Api', 'Api', 'Api', 'Baba', 'Bakwak', 'Balagi', ""Be'abe'a"", 'Bebe', 'Botana mutiara', 'Chirurgien moucheté', 'Chirurgien moucheté', 'Gomaniza', 'Hamoktan', 'Hapi', 'Hvidplettet kirurgfisk', 'Iga balo']",Goldring surgeonfish
"Synaptura marginata Boulenger, 1900",2410020,"['Amami-ushinoshita', 'Lenguado pimienta', 'Lidah', 'Lidah-daun perang', 'Língua pimenta', 'Palad', 'Shallow-water sole', 'Shallow-water sole', 'Sole', 'Sole poivrée', 'Vlakwater-tongvis', 'White-margined sole', 'White-margined sole', 'shallow-water sole', '暗斑箬鰨', '暗斑箬鳎', '黑緣箬鰨', '黑缘箬鳎', 'white-margined sole', 'アマミウシノシタ']",Shallow-water sole
"Protoreaster nodosus (Linnaeus, 1758)",5187269,"['コブヒトデ', 'コブヒトデ', 'コブヒトデ']",Cushion Star
"Abdopus abaculus (Norman & Sweeney, 1997)",5856033,"['カクレダコ', 'カクレダコ']",Hidden octopus
"Chromodoris willani Rudman, 1982",5859623,"['ミゾレウミウシ', 'ミゾレウミウシ']",Willan's Chromodoris
"Caprella linearis (Linnaeus, 1767)",5178080,"['Chevrolle scolopendroïde (La)', 'Gespenstkrebs', 'Gespenstkrebs', 'Gestreifter Gespenstkrebs', 'Widderkrebs', 'Widderkrebs', 'caprelle', 'caprelle', 'ghost shrimp', 'ghost shrimp', 'linear skeleton shrimp', 'linear skeleton shrimp', 'wandelend geraamte', 'Wandelend geraamte', 'spøkelseskreps', 'wandelend geraamte', 'Gespenstkrebs', 'Gestreifter Gespenstkrebs', 'Widderkrebs', 'caprelle']",Ghost shrimp
"Uranoscopus sulphureus Valenciennes, 1832",2394379,"['Hvidkantet stjernekigger', 'Uranoscope à bordure blanche', 'Uranoscope à bordure blanche', 'White-margin stargazer', 'Whitemargin stargazer', 'Whitemargin stargazer', 'bunobuno', 'whitemargin stargazer', '萨尔弗鰧', '薩爾弗鰧']",Whitemargin stargazer
"Hypselodoris apolegma (Yonow, 2001)",6519533,[],Glossodoris atromarginata
"Colochirus robustus Östergren, 1898",4342301,[],Robust sea cucumber
"Sepiolina nipponensis (S.S.Berry, 1911)",2289073,"['Japanese bobtail', 'Japanese bobtail squid', 'Yin-Dài-Êr-Wu-Zéi', 'sepiolina japonesa', 'sépiole japonaise', 'ギンオビイカ', 'Japanese Bobtail Squid', 'Japanese bobtail', 'Japanese bobtail squid', 'Sepiolina Japonesa', 'Sépiole Japonaise', 'Yin-Dài-Êr-Wu-Zéi', 'sepiolina japonesa', 'sépiole japonaise', 'ギンオビイカ']",Japanese bobtail squid
"Signigobius biocellatus Hoese & Allen, 1977",2379211,"['Bia', 'Crab-eye goby', 'Crab-eyed goby', 'Four-eyed gobby', 'Rengasevätokko', 'Signal goby', 'Signalkutling', 'Twinspot goby', 'Twinspot goby', 'twinspot goby', 'Crab-eyed Goby', 'Crab-eye Goby', 'Signal Goby', 'Twinspot Goby']",Twinspot goby
"Rastrelliger kanagurta (Cuvier, 1816)",2374317,"['Aguma-a', 'Ailai', 'Ailai', 'Aloman', 'Alumahan', 'Alumahan', 'Alumahan', 'Alumahan', 'Alumahan', 'Alumahan', 'Alumahan dakkel', 'Alumahan malaki', 'Alumahang baleg', 'Alumahang malaki', 'Andohaw', 'Anduhan', 'Anduhao', 'Anduhaw', 'Anduhaw', 'Anduhaw']",Indian mackerel
"Acanthurus thompsoni (Fowler, 1923)",5209215,"['Chirurgien chocolat', 'Chirurgien de Thompson', 'Chirurgien à queue blanche', 'Chocolate surgeon', 'Chocolate surgeonfish', 'Chocolate surgeonfish', 'Chocolate surgeonfish', 'Cirurgião chocolate', 'Doktorfisch', 'Esengel', 'Iga bili igu pura', 'Indangan', 'Kalahandi', 'Kandu kaalhu', 'Labahita', 'Maito', 'Mwocchon mesániwor', 'Night surgeonfish', 'Nyeve', 'Ohagurohagi']",Chocolate surgeonfish
"Ophichthus altipennis (Kaup, 1856)",5213145,"['Anguille-serpent à nageoire moire', 'Anguille-serpent à nageoire noire', 'Belin sirip tinggi', 'Belut', 'Black-finned snake eel', 'Blackfin snake eel', 'Blackfinned Snake Eel', 'Hadař tmavoploutvý', 'Hadař vysokoocasý', 'Hariuim-teravsabaangerjas', 'Highfin snake eel', 'Highfin snake eel', 'Highfin snake eel', 'Longfin snake-eel', 'Mustkäpp-teravsabaangerjas', ""Puhi popo'uro"", 'Rice-paddy eel', 'Serpenton des rizières', 'Snake-eel', 'Tieso de los arrozales']",Highfin snake eel
"Pseudanthias dispar (Herre, 1955)",2387591,"['Akane-hanagoi', 'Fairy basslet', 'Fairy basslet', 'Kerapu', 'Kerapu delah', 'Longfin wreckfish', 'Orange anthias', 'Orange anthias', 'Peach anthias', 'Peach fairy basslet', 'Peach fairy basslet', 'Redfin anthias', 'Redfin anthias', 'Segasega-moana', 'dispar anthias', 'peach fairy basslet', '刺盖拟花鮨', '刺蓋擬花鮨', '刺蓋擬花鮨', '石斑']",Fairy basslet
"Lysiosquilla maculata (Fabricius, 1793)",4316648,"['Gepunkteter Fangschreckenkrebs', 'dotted mantis shrimp', 'トラフシャコ']",Dotted mantis shrimp
"Euprymna berryi Sasaki, 1929",2289082,"['Bèi-Ruì-Shì-Sì-Pán-Êr-Wu-Zéi', 'double-ear bobtail', 'globito colibri', 'humming-bird bobtail squid', 'leung yee jai', 'niyori-mimi-ika', 'sépiole colibri', 'ニヨリミミイカ', 'Bèi-Ruì-Shì-Sì-Pán-Êr-Wu-Zéi', 'Globito colibri', 'Humming-bird Bobtail Squid', 'Leung Yee Jai', 'Niyori-Mimi-Ika', 'Sépiole colibri', 'double-ear bobtail', 'globito colibri', 'humming-bird bobtail squid', 'leung yee jai', 'niyori-mimi-ika', 'sépiole colibri']",Humming-bird bobtail squid
"Tambja morosa (Bergh, 1877)",4596820,"['Blue-spotted Wrinkle Dorid', 'アオスジリュウグウウミウシ', 'Blue-spotted Wrinkle Dorid', 'アオスジリュウグウウミウシ']",Blue-spotted Wrinkle Dorid
"Malacanthus latovittatus (Lacepède, 1801)",2389870,"['Banded blanquillo', 'Blaukopf-Torpedobarsch', 'Blue blanquillo', 'Blue blanquillo', 'Blue blanquillo', 'Blue blanquillo', 'Blue blanquillo', 'Blue blanquillo', 'Blue latovittatus', 'Blue tilefish', 'Branquinho azul', 'Dokter terbang', 'Eye of the sea', 'False whiting', 'Gumwashel', 'Holetoumba', 'Holetoumbaba', 'Idawren', 'Iga kuikui', 'Kitsune-amadai']",Blue tilefish
"Chromodoris leopardus Rudman, 1987",5859613,['ヒョウモンイロウミウシ'],Leopard dorid
"Thaumoctopus mimicus Norman & Hochberg, 2005",4357171,"['Mimik-Oktopus', 'mimic octopus', 'ミミックオクトパス', 'Mimic octopus', 'Mimik-Oktopus', 'Poulpe mimétique', 'Pulpo mímico', 'mimic octopus', 'ミミックオクトパス']",Mimic octopus
"Choriaster Lutken, 1869",2272935,['カワテブクロ属'],Cushion star
"Conus textile Linnaeus, 1758",5728235,"['Cloth-of-gold cone, Textile cone shell', 'Gewebte Kegelschnecke', 'Netz-Kegelschnecke', ""Toison d'or, Cône textile, Cône drap-d'or"", 'Weberkegel', 'cloth-of-gold cone', 'cloth-of-gold cone', 'textile cone', 'タガヤサンミナシ', 'Gewebte Kegelschnecke', 'Netz-Kegelschnecke', 'Weberkegel', 'cloth-of-gold cone', 'textile cone', 'タガヤサンミナシ', 'タガヤサンミナシ']",Textile cone shell
"Cygnus olor (J.F.Gmelin, 1789)",2498343,"['Bütykös hattyú', 'Cigno reale', 'Cigno reale', 'Cisne Vulgar', 'Cisne vulgar', 'Cisne vulgar', 'Cisne vulgar', 'Cisne-vulgar', 'Cygne tuberculé', 'Cygne tuberculé', 'Cygne tuberculé', 'Cygne tuberculé', 'Cygne tuberculé', 'Höckerschwan', 'Höckerschwan', 'Höckerschwan', 'Höckerschwan', 'Knobbelzwaan', 'Knobbelzwaan', 'Knoppsvane']",Mute swan
"Acanthastrea echinata (Dana, 1846)",2260343,"['Starry Cup Coral', 'Starry cup coral', 'starry cup coral', 'starry cup coral', 'ヒメオオトゲキクメイシ', 'starry cup coral', 'ヒメオオトゲキクメイシ']",Starry Cup Coral
"Hypselodoris obscura (W.Stimpson, 1855)",4596903,[],Obscure nudibranch
"Scorpaena calcarata Goode & Bean, 1882",2334654,"['Arracacho', 'Escorpión pelón', 'Glathovedet dragehovedfisk', 'Mangangá', 'Mangangá', 'Rascacio', 'Rascacio pelón', 'Red scorpionfish', 'Smooth-head scorpionfish', 'Smoothhead Scorpionfish', 'Smoothhead Scorpionfish', 'Smoothhead scorpionfish', 'escorpión pelón', 'rascacio pelón', 'smoothhead scorpionfish', '光头鲉', '光頭鮋', '大西洋鮋', '大西洋鲉', 'Smooth-head Scorpionfish']",Smoothhead scorpionfish
"Hypselodoris bennetti (Angas, 1864)",4596900,[],Bennett's Hypselodoris
"Ceratosoma trilobatum (J.E.Gray, 1850)",5724730,"['T-bar Pantechnicon Dorid', 'ニシキウミウシ', 'T-bar Pantechnicon Dorid', 'ニシキウミウシ']",Naked sea hare
Pseudocerotidae,3268702,"['ニセツノヒラムシ科', 'ニセツノヒラムシ科']",False coral reef flatworm
"Myrichthys maculosus (Cuvier, 1816)",2404510,"['Anguille-serpent maculée', 'Anguille-serpent maculée', 'Anguille-serpent tachetée', 'Goishi-umihebi', 'Hadař aki', 'Hadař skvrnitý', 'Hadovec skvrnitý', 'Hagman-lisadso', 'Moyô-mongaradôshi', 'Ocellate snake eel', 'Ocellated snake-eel', 'Ocellated snake-eel', 'Puhi popooru', 'Puhi taaiai', 'Sia kale', 'Spotted Snake Eel', 'Spotted snake eel', 'Spotted snake eel', 'Spotted snake eel', 'Spotted snake eel']",Spotted Snake Eel
"Gymnothorax woodwardi McCulloch, 1912",2404010,"['Muréna woodwardova', 'Western moray', ""Woodward's eel"", ""Woodward's moray"", ""Woodward's reef eel"", 'Woodwardi silepeamureen', '伍氏裸胸鱔', '伍氏裸胸鳝', 'Western Moray', ""Woodward's Eel"", ""Woodward's Moray"", ""Woodward's Reef Eel""]",Western moray
"Microspathodon frontatus Emery, 1970",2398754,"['Guinea damselfish', 'Guinean damselfish', 'Guinean damselfish', '前額小葉齒鯛', '前额小叶齿鲷', 'Guinea Damselfish', 'Guinean Damselfish']",Guinea damselfish
"Epinephelus cyanopodus (Richardson, 1846)",2388288,"['Blue maori', 'Blue maori', 'Blue maori cod', 'Blue mori cod', 'Boklin', 'Ceva', 'Coral cod', 'Cá Mú đốm đen đều', 'Grouper', 'Grouper', 'Kerapu', 'Kerapu biru bintik', 'Kobe', 'Kobe', 'Lapu-lapu', 'Lapu-lapu', 'Lapu-lapu', 'Loche bleue', 'Loche bleue, Loche morue', 'Loche morue']",Blue Maori
"Epinephelus polylepis Randall & Heemstra, 1991",2388420,"['Brownspotted grouper', 'Lokos', 'Mero escamoso', 'Mero pintado', 'Mérou petites écailles', 'Mérou pintade', 'Smallscale grouper', 'Smallscaled grouper', 'Småskællet havaborre', 'Summan', 'smallscaled grouper', 'smallscaled grouper', '多鱗石斑魚', '多鳞石斑鱼', '网纹石斑鱼', 'Smallscaled Grouper', 'Mero Escamoso', 'Mérou petites écailles']",Brownspotted grouper
"Pagrus auratus (Forster, 1801)",9770885,"['Bream', 'Bulehavrude', 'Cockney', 'Cockney bream', 'Cockney snapper', 'Daivula ni horara', 'Dorada del Pacífico', 'Dorade', 'Dourada-australiana', 'Eastern snapper', 'Golden snapper', 'Hõbedane pagrus', 'Nobblers', 'Old man', 'Old man red snapper', 'Old man snapper', 'Pink snapper', 'Pinkie', 'Porgy', 'Queen red bream']",Pink snapper
"Galathea dispersa Spence Bate, 1859",5178350,"['lugghårig trollhummer', 'lugghårig trollhummer', 'squat lobster']",Squat lobster
"Pempheris schomburgkii Müller & Troschel, 1848",2374373,"['Atlandi suursilmkala', 'Babalochi', 'Barrendero transparente', 'Catalufa de lo alto', 'Copper sweeper', 'Copper sweeper', 'Copper sweeper', 'Copper sweeper', 'Glassy Sweeper', 'Glassy sweeper', 'Glassy sweeper', 'Glassy sweeper', 'Glassy sweeper', 'Glassy sweeper', 'Pemferis bandeado', 'Pempherid', 'Pez vidrio', 'Piaba do mar', 'Salivão', 'Schomburki suursilm']",Glassy Sweeper
"Tetraodon cambodgiensis Chabanaud, 1923",5213576,[],Cambodian puffersfish
"Minous monodactylus (Bloch & Schneider, 1801)",2333668,"['Bande', 'Cá Mao tiên vằn đuôi', 'Depu', 'Depu-lebah abu', 'Dān zhĭ hǔ yóu', 'Firyala', 'Gray goblinfish', 'Grey goblin fish', 'Grey goblinfish', 'Grey stingfish', 'Grey stingfish', 'Grey stingfish', 'Grå stikfisk', 'Hime-okoze', 'Hǔ yóu', ""Il-ji-mal-rak-ssol-ch'i"", 'Lepu', 'Pez piedra gris', 'Poisson pierre gris', 'Poisson pierre gris']",Grey goblinfish
Arctocephalus pusillus pusillus,7059319,"['Cape fur seal', 'Cape fur seal', 'Cape fur seal', 'South African fur seal', 'Cape Fur Seal', 'Brown Fur Seal', 'Cape fur seal', 'Inja Yolwandle Yasekapa', 'Kaapse Pelsrob', 'South African Fur Seal', 'South African fur seal']",Cape fur seal
"Thunnus maccoyii (Castelnau, 1872)",2373941,"['Aleta azul del Sur', 'Atum-do-sul', 'Atún', 'Atún del Sur', 'Atún rojo del Sur', 'Avstralijskaya tunets', 'Bachi maguro', 'Blauflossen-Thun', 'Bluefin', 'Bluefin tuna', 'Indo (Goshu) maguro', 'Minami maguro', 'Ringhoovuse tuun', 'SBT', 'Southern bluefin', 'Southern bluefin tuna', 'Southern bluefin tuna', 'Southern bluefin tuna', 'Southern bluefin tuna', 'Southern bluefin tuna']",Southern bluefin tuna
"Caulastraea furcata Dana, 1846",2260169,"['Finger coral', 'finger coral', 'finger coral', 'ネジレタバネサンゴ', 'finger coral', 'ネジレタバネサンゴ']",Finger coral
"Sagartia elegans (Dalyell, 1848)",2257892,"['Anemone', 'Tangrose', 'elegante Anemone', 'sagartie de vase', 'sierlijke slibanemoon', 'sierlijke slibanemoon', 'variabel havsanemon', 'Elegante Tangrose', 'Elegante Tangrose', 'Rosenanemone', 'Rosenanemone', 'Silberanemone', 'Silberanemone', 'Weißmundrose', 'Weißmundrose', 'elegant anemone', 'elegant anemone', 'elegante Anemone', 'elegante Anemone', 'rosy anemone']",Elegant Anemone
"Parapercis colias (Forster, 1801)",5210010,"['Blue cod', 'Blue cod', 'New Zealand blue cod', 'New Zealand blue cod', 'Newzealandsk flodbars', 'Raawaru', 'Sandbarsch', 'Sandperch', 'blue cod', 'blue cod', 'параперкис', '新西兰拟鲈', '新西蘭擬鱸', 'Blue Cod', 'New Zealand Blue Cod', 'Newzealandsk flodbars', 'Raawaru', 'Sandbarsch', 'Sandperch', 'параперкис']",Blue cod
"Scyliorhinus boa Goode & Bean, 1896",2418677,"['Alitán boa', 'Boa Catshark', 'Boa cat shark', 'Boa catshark', 'Boa catshark', 'Boa-koerhai', 'Boakathaai', 'Cação-pinto', 'Gatica', 'Gomafu-torazame', 'Roussette boa', 'Roussette boa', 'boa cat shark', 'boa catshark', 'gatica', '黑点猫鲨', '黑點貓鯊', 'Boa Catshark', 'Alitán Boa', 'Roussette boa']",Boa Catshark
"Desmophyllum dianthus (Esper, 1794)",5184461,"['cockscomb cup coral', 'cockscomb cup coral', 'cockscomb stony coral', 'scléractiniaire à crête', 'cockscomb cup coral', 'cockscomb stony coral', 'scléractiniaire à crête']",Cockscomb cup coral
"Congresox talabon (Cuvier, 1829)",2405393,"['Aarel', 'Balusu nipa', 'Belut', 'Conger eel', 'Culim-poun', 'Cá Dưa', 'Endong', 'Gul geddemuræne', 'Indong', 'Ketingkor', 'Kollane purikangerjas', 'Kotah', 'Kotah', 'Kulivi pamboo', 'Kulivi-pamboo', 'Kuraratu', 'Langing', 'Malong', 'Malong kuning', 'Mar-mahi-e-zard']",Conger eel
"Membras vagrans (Goode & Bean, 1879)",2412240,"['粗糙銀漢魚', '粗糙银汉鱼']",Rough silverside
"Rachycentron canadum (Linnaeus, 1766)",2391729,"['Aruan tasek', 'Bacalao', 'Bacalao', 'Bacalao', 'Bacalao', 'Bacalao', 'Bacalhau', 'Bacalhau', 'Badee', 'Balisukan', 'Beijo-pirá', 'Beijupirá', 'Beiupirá', 'Bejupirá', 'Bijupirá', 'Biupirá', 'Black King', 'Black King Fish', 'Black Kingfish', 'Black Salmon']",Cobia
"Gymnura poecilura (Shaw, 1804)",5216217,"['Advani-tiriki', 'Butterfly ray', 'Cá Đuối bướm đuôi hoa', 'Hang hu', 'Krabane pee-sue-hang-yao', 'Langhalet sommerfuglerokke', 'Langstaartvlinderrog', 'Long-tailed butterfly ray', 'Long-tailed butterfly ray', 'Long-tailed butterfly ray, Longtail butterfly ray', 'Longtail butterfly ray', 'Longtail butterfly ray', 'Longtailed butterfly-ray', 'Motýlovec trnitý', 'Onaga tsubakuro ei', 'Onaga-tsubakuro-ei', 'Pagi', 'Pari kelawar', 'Pari kelelawar', 'Pari lowo']",Long-tailed butterfly ray
"Euphausia superba Dana, 1850",2228010,"['Antarctic krill', 'Antarctisch krill', 'Antarctisch krill', 'Antarktischer Krill', 'Krill antarctique', 'krill antarctique', 'Antarctic Krill', 'Antarctic krill', 'Antarctisch krill', 'Antarktischer Krill', 'krill antarctique']",Antarctic krill
"Arnoglossus capensis Boulenger, 1898",2408512,"['Arnoglosse du cap', 'Cape flounder', 'Cape flounder', 'Cape flounder', 'Cape scaldfish', 'Cape scaldfish', 'Carta-do-Cabo', 'Kaapse botvis', 'Kaapse botvis', 'Kap-tungehvarre', 'Peludilla del Cabo', 'Sole', 'Tongvis', 'cape scaldfish', '大吻羊舌鮃', '大吻羊舌鲆', '西非羊舌鮃', '西非羊舌鲆', 'Cape Scaldfish', 'Arnoglosse du Cap']",Cape flounder
"Dichistius capensis (Cuvier, 1831)",2392263,"['Damba', 'Galeão', 'Galeão damba', 'Galjoen', 'Galjoen', 'Galjoen', 'Galjoen', 'Galjoen', 'Galjoen', 'Galjoin franc', 'Kap-galeonsfisk', 'Kapimaa galeoonkala', 'Kapimaa koratsiin', 'Südafrikanischer Galjoen', 'galjoen', 'galjoen', '双帆鱼', '大眼双帆鲈', '大眼雙帆鱸', '雙帆魚']",Galjoen
"Haploblepharus pictus (Müller & Henle, 1838)",2418607,"['Alitán obscuro', 'Dark shy shark', 'Dark shyshark', 'Dark shyshark', 'Donker skaamoog', 'Donker skaamoog', 'Donkere schaamhaai', 'Mácka tmavá', 'Roussette sombre', 'Shyshark', 'Skaamhaai', 'Tmavý žralok stydlivý', 'Tume ujehai', 'dark shyshark', 'غرَّاء مُحتشِمة قاتِمة', '白斑宽斑鲨', '白斑宽瓣鲨', '白斑寬瓣鯊', 'Dark Shyshark', 'Pretty Happy']",Shyshark
"Gymnothorax nubilus (Richardson, 1848)",2403970,"['Cloudy moray', 'Grey moray', 'Grey moray', 'Hallikas silepeamureen', 'Muréna chmurná', 'Speckled moray', '云状裸胸鳝', '雲狀裸胸鱔', 'Cloudy Moray', 'Grey Moray']",Cloudy moray
"Coris sandeyeri (Hector, 1884)",5209812,"['Eastern king wrasse', 'King wrasse', ""Sandager's wrasse"", ""Sandager's wrasse"", ""Sandager's wrasse"", ""Sandager's wrasse"", '桑氏盔魚', '桑氏盔鱼', 'Eastern king wrasse', ""Sandager's wrasse""]",Eastern king wrasse
"Thyrsites atun (Euphrasen, 1791)",2397805,"['Almindelig slangemakrel', 'Atun', 'Atún', 'Barakuta', 'Barracouta', 'Barracouta', 'Barracouta', 'Barracouta', 'Barracouta (snoek)', 'Barracuda', 'Couta', 'Escolar atum', 'Escolier', 'Escolier', 'Gemfish', 'Mangaa', 'Ooshibi-kamasu', 'Pez sierra', 'Sea pike', 'Senuca']",Escolar
"Petalichthys capensis Regan, 1904",2369203,"['Cape needlefish', 'Cape needlefish', 'Cape needlefish', 'Kaapse naaldvis', 'Kap-hornfisk', '南非多耙頜針魚', '南非多耙颌针鱼']",Cape needlefish
"Rypticus bistrispinus (Mitchill, 1818)",2387703,"['Badejo-sabão', 'Badejo-sabão-mirim', 'Freckled Soapfish', 'Freckled soapfish', 'Freckled soapfish', 'Freckled soapfish', 'Freckled soapfish', 'Jaboncillo pecoso', 'Jabonero pecoso', 'Soapfish', 'Topigget sæbefisk', 'Two-spined soapfish', 'freckled soapfish', 'jaboncillo pecoso', 'jabonero pecoso', 'spotted soapfish', '雀斑皂鱸', '雀斑皂鲈', 'Freckled Soapfish', 'freckled soapfish']",Freckled Soapfish
"Rhopalaea abdominalis (Sluiter, 1898)",2330619,['Reef Tunicate'],Reef Tunicate
"Clavelina puertosecensis Millar & Goodbody, 1974",2330196,['Blue Bell Tunicate'],Blue Bell Tunicate
"Trididemnum solidum (Van Name, 1902)",2329904,"['Mattenseescheide', 'ascidie blanche encroûtante', 'overgrowing mat tunicate', 'sinascidia entapizante', 'Overgrowing Mat Tunicate']",Overgrowing Mat Tunicate
Glaucostegus typus,2418924,"['Austalian guitarfish', ""Bennet's shovelnose guitarfish"", 'Brown shovelnose ray', 'Common shovelnose ray', 'Common shovelnose ray', 'Cá Giống mẫu', 'Giant shovelnose ray', 'Giant shovelnose ray', 'Giant shovelnose ray', 'Giant shovelnose ray', 'Green shovelnose ray', 'Hiid-kühvelrai', 'Hiu cermin', 'Kekeh', 'Kæmpeguitarfisk', 'Paitpait', 'Pari', 'Pari bandong', 'Pari bandrong', 'Pari cucut']",Common shovelnose ray
"Corbicula fluminea (O.F.Müller, 1774)",8190231,"['Asian Basket Clam', 'Asian Clam', 'Asian Corbicula', 'Asian basket clam', 'Asian clam', 'Asian clam', 'Asian clam', 'Asian clam', 'Asian clam, Prosperity clam, Asiatic clam, Golden Freshwater Clam', 'Asian corbicula', 'Asiatic Clam', 'Asiatic clam', 'Asiatic clam', 'Asiatic clam', 'Asiatische Körbchenmuschel', 'Aziatische korfmossel', 'Corbicule asiatique', 'Grobgerippte Körbchenmuschel', 'Grobgerippte Körbchenmuschel', 'Grobgestreifte Körbchenmuschel']",Asian Clam
"Squalus uyato Rafinesque, 1810",5216356,"['Little gulper shark', 'Μικροκεντροφόρος']",Little gulper shark
"Paralichthys lethostigma Jordan & Gilbert, 1884",2408881,"['Cardeau de Floride', 'Flounder', 'Fluke', 'Lenguado de Florida', 'Lenguado limpio', 'Southern Flounder', 'Southern flounder', 'Southern flounder', 'Zomervogel', 'lenguado limpio', 'southern flounder', 'southern flounder', '漠斑牙鮃', '漠斑牙鲆', '漠斑牙鲆', 'Southern Flounder', 'Cardeau de Floride', 'Fluke', 'Leguando limpio', 'lenguado limpio']",Southern Flounder
"Abramis brama (Linnaeus, 1758)",9809222,"['Abramide', 'Albitura', 'Almindelig brasen', 'Aral bream', 'Blacke', 'Bleg', 'Blei', 'Blei', 'Bleibräsem', 'Bleier', 'Bleiert', 'Blutige', 'Bläuer', 'Bowfin', 'Brachs', 'Brachse', 'Brachse', 'Brachsen', 'Brachsen', 'Brachsen']",Common bream
"Plectorhinchus playfairi (Pellegrin, 1914)",2382722,"['Besoungui', 'Bibigan', 'Diagramme rayons de soleil', 'Diagramme rayons de soleil', 'Diagramme rayons de soleil', 'Gaterin à barres blanches', 'Labian', 'Lepti', 'Pargo raios de sol', ""Poisson d'ail"", 'Sufac', 'Tataou', 'Whitebarred rubberlip', 'Whitebarred rubberlip', 'Whitebarred rubberlip', 'Whitebarred rubberlip', 'Whitebarred rubberlips', 'Witbalk-rubberlip', 'whitebarred rubberlip', 'whitebarred rubberlip']",Whitebarred rubberlip
"Nemateleotris decora Randall & Allen, 1973",2385841,"['Akebonohaze', 'Akebonohaze', 'Decorated dartfish', 'Decorated firefish', 'Dekoor-ussmudil', 'Dhidha funna', 'Elegant firefish', 'Elegant firefish', 'Elegant firefish', 'Elegant firefish', 'Elegant firegoby', 'Eleotris décoré', 'Exocet', 'Ghiozzo', 'Gobie-flamme maquillé', 'Iga daro geregere', 'Kirev kiudmudil', ""Mano'o-sugale"", 'Purple fire-goby', 'Purple firefish']",Decorated firefish
"Epinephelus hexagonatus (Forster, 1801)",2388186,"[""'ako, eve"", 'Baraka', 'Bulang', 'Bwaloi', 'Eve', 'Eve', 'Gadao coraling', 'Galiyel lecholiyong', 'Garoupa melífera', 'Gatala', 'Gatala aloalo', ""Gatala-a'au"", 'Heksagoon-kivikoha', 'Hexagon Grouper, Starspotted grouper, White-specked grouper', 'Hexagon grouper', 'Hexagon grouper', 'Hexagon rockcod', 'Hexagon rockcod', 'Hexagon rockcod', 'Honeycomb grouper']",Hexagon grouper
"Paracirrhites arcatus (Cuvier, 1829)",5208726,"['Ali-mulial', 'Arc eye', 'Arc eyed hawkfish', 'Arc-eye hawkfish', 'Arc-eye hawkfish', 'Arc-eye hawkfish', 'Arc-eye hawkfish', 'Arc-eye hawkfish', 'Arc-eye hawkfish', 'Arc-eye hawkfish', 'Arc-eye hawkfish', 'Arc-eyed hawkfish', 'Arceye Hawkfish, Arc-eye hawkfish', 'Büschelbarsch', ""Ch'tamare"", 'Epervier sabot de cheval', 'Gaa boa', 'Galiyechimweliyal', 'Helang gelang mata', 'Hoefyster-valkvis']",Arc-eye hawkfish
"Ceramaster granularis (Retzius, 1783)",9798635,"['sjökex', 'sjökex', 'sjökex', 'sjøkjeks', 'sjøkjeks', 'sjökex', 'sjökex', 'sjøkjeks', 'sjøkjeks', 'sjökex', 'sjøkjeks', 'sjøkjeks']",Granular sea star
"Cilus gilberti (Abbott, 1899)",2400442,"['Ceviche', 'Corvina', 'Corvina', 'Corvina', 'Corvina drum', 'Corvina pampera', 'Corvina pampera', 'Corvina, corvinilla', 'Corvinilla', 'Corvinilla', 'Courbine blonde', 'Courbine blonde', 'Gringa', 'Haugaskala', 'Seviche', 'Sevici', 'corvina', 'corvina drum', 'شُفشُف أشقر', '吉氏毛突石守鱼']",Corvina
"Acropora speciosa (Quelch, 1886)",5784809,[],Specious Acropora
